Wall time,Step,Value
1747516554.8125978,27,4.0
1747516645.7950127,28,3.9375
1747516727.5654683,29,3.5625
1747516819.5641475,30,3.8125
1747516914.3511631,31,3.5
1747517006.2790372,32,3.1875
1747517099.3614175,33,4.375
1747517184.3203866,34,4.1875
1747517389.988075,1,1.125
1747517483.8542566,2,0.625
1747517572.2263877,3,1.0
1747517665.488023,4,0.875
1747522464.524168,1,-4.0625
1747522559.379481,2,-4.15625
1747522654.700276,3,-3.96875
1747522749.3428178,4,-4.71875
1747522842.6719618,5,-3.65625
1747522937.4023728,6,-4.34375
1747523032.2054996,7,-4.4375
1747526072.8737257,1,-3.3125
1747526493.6978457,1,-0.96875
1747527719.4294252,1,1.1875
1747527804.3832135,2,-0.3125
1747527867.4566505,3,2.59375
1747527941.5509038,4,0.375
1747528027.5882885,5,0.1875
1747528100.4087927,6,0.59375
1747528187.3271265,7,2.0
1747528257.7197673,8,-0.21875
1747528327.386208,9,2.875
1747528397.9854145,10,0.46875
1747528478.3706272,11,1.65625
1747528550.4323611,12,2.0
1747528616.593716,13,0.0
1747528695.1738057,14,1.1875
1747528780.5699875,15,0.6875
1747528850.1592107,16,0.0
1747528917.3453145,17,-0.125
1747528997.7705202,18,0.65625
1747529068.9660935,19,0.0
1747529152.1069784,20,0.0
1747529232.721793,21,0.96875
1747529300.58879,22,0.375
1747529371.7861032,23,1.09375
1747529465.7177222,1,1.28125
1747529546.0246782,2,0.6875
1747529615.3962562,3,1.5
1747529695.6001394,4,-0.125
1747529780.9847176,5,1.875
1747529863.5926566,6,0.0
1747529937.2875717,7,0.5
1747530003.954403,8,0.0
1747530074.4603329,9,2.59375
1747530154.1551197,10,2.09375
1747530240.1709156,11,0.84375
1747530330.436397,12,1.5625
1747530422.3221984,13,0.5625
1747530499.9720619,14,0.0
1747530575.3154812,15,0.0
1747530657.7548938,16,-0.4375
1747530729.6715176,17,2.375
1747530805.1068006,18,1.6875
1747530897.6169388,19,-0.125
1747530970.505169,20,0.59375
1747531045.8246708,21,0.25
1747531117.477788,22,0.5
1747531190.182254,23,1.5
1747531263.3720448,24,1.5
1747531339.6377666,25,1.875
1747531426.1453874,26,1.96875
1747531501.8745012,27,2.875
1747531574.4123394,28,3.5
1747531647.010957,29,0.5
1747531724.5413823,30,0.875
1747531793.9334393,31,2.0
1747531862.354465,32,1.5
1747531940.044809,33,0.8125
1747532026.2598915,34,1.6875
1747532106.900486,35,4.0
1747532176.84348,36,0.40625
1747532257.4020152,37,0.0625
1747532338.620214,38,0.5
1747532415.1530778,39,2.40625
1747532489.5935473,40,3.4375
1747532562.7131512,41,0.0
1747532635.621007,42,0.0
1747532714.4989398,43,0.5
1747532782.0070605,44,0.0
1747532862.126559,45,0.0625
1747532946.193304,46,0.5
1747533015.1799276,47,-0.125
1747533086.7644877,48,2.8125
1747533154.1355436,49,1.28125
1747533231.3332846,50,1.0
1747533301.9229095,51,0.90625
1747533380.7216065,52,-0.21875
1747533450.163699,53,1.0
1747533523.2277732,54,1.40625
1747533590.3219821,55,1.5
1747533660.6655493,56,1.46875
1747533741.4053695,57,0.40625
1747533800.5026023,58,2.40625
1747533875.407917,59,0.0
1747533956.0130095,60,0.0
1747534022.6277077,61,0.5
1747534094.4887316,62,0.28125
1747534172.5177584,63,3.90625
1747534261.2959132,64,0.0
1747534336.519468,65,1.5625
1747534414.3776665,66,0.0
1747534481.5433257,67,0.6875
1747534563.6639984,68,1.40625
1747534633.419288,69,0.5
1747534716.1993313,70,0.1875
1747534797.4877985,71,0.5
1747534877.0358102,72,1.40625
1747534949.8703763,73,0.5
1747535018.7471128,74,1.875
1747535101.6957443,75,2.0
1747535180.314687,76,0.40625
1747535257.3801553,77,0.09375
1747535339.5045125,78,0.40625
1747535407.9926848,79,0.5
1747535484.683583,80,3.90625
1747535560.8574178,81,2.5
1747535637.5221794,82,0.46875
1747535704.0709887,83,0.0
1747535768.0524764,84,1.40625
1747535849.4151285,85,1.28125
1747535922.635449,86,2.96875
1747535993.307291,87,0.40625
1747536065.6531103,88,3.09375
1747536149.1296802,89,0.0
1747536226.322639,90,1.5
1747536300.5918627,91,1.0
1747536380.6373348,92,0.0
1747536460.4222896,93,0.6875
1747536531.1955402,94,1.0
1747536596.5006738,95,3.40625
1747536660.1100397,96,0.875
1747536726.977185,97,2.90625
1747536809.4646344,98,0.5
1747536902.9570668,99,-0.125
1747536964.2688339,100,0.90625
1747537042.3440504,101,-0.3125
1747537109.5038166,102,1.59375
1747537193.8263037,103,2.5
1747537262.689323,104,0.59375
1747537338.464678,105,0.0
1747537424.637765,106,1.78125
1747537492.3519907,107,1.1875
1747537574.6076949,108,-0.25
1747537657.4829679,109,1.90625
1747537731.7152874,110,0.0
1747537803.0455158,111,2.0
1747537875.4134696,112,0.0
1747537940.8798878,113,2.09375
1747538027.282667,114,1.6875
1747538093.73374,115,1.1875
1747538165.8396182,116,2.09375
1747538250.384457,117,0.90625
1747538335.377007,118,3.40625
1747538420.9630826,119,1.0
1747538497.6466844,120,0.0
1747538569.1858435,121,4.28125
1747538654.963338,122,0.09375
1747538721.7179859,123,2.0
1747538788.5724876,124,2.40625
1747538855.193851,125,0.0
1747538922.9667566,126,2.375
1747538998.4004447,127,1.8125
1747539075.119249,128,3.1875
1747539163.043612,129,0.59375
1747539241.8831005,130,1.21875
1747539317.8616529,131,3.6875
1747539394.1783657,132,4.375
1747539476.3994346,133,0.8125
1747539537.2314968,134,5.875
1747539618.7886624,135,1.59375
1747539680.401163,136,3.84375
1747539762.599218,137,4.46875
1747539830.6448498,138,1.90625
1747539901.9493415,139,2.1875
1747539976.2858927,140,2.96875
1747540051.8278074,141,1.625
1747540129.411281,142,3.1875
1747540192.7561111,143,1.59375
1747540261.7928088,144,3.78125
1747540341.7383983,145,2.75
1747540413.4040034,146,3.96875
1747540491.155274,147,2.0625
1747540561.4342804,148,2.90625
1747540643.5522459,149,0.59375
1747540719.8607435,150,2.5
1747540805.190426,151,4.25
1747540883.383535,152,6.46875
1747540955.696086,153,3.78125
1747541025.772511,154,1.8125
1747541111.0369654,155,1.90625
1747541179.072888,156,2.78125
1747541244.0077922,157,0.8125
1747541312.2373214,158,4.0
1747541394.2296026,159,1.90625
1747541457.4722445,160,7.78125
1747541543.854379,161,2.875
1747541619.372354,162,2.03125
1747541691.0670545,163,0.40625
1747541767.8505335,164,1.21875
1747541840.5318232,165,2.1875
1747541907.9374888,166,1.21875
1747541979.3337965,167,1.1875
1747542041.5203025,168,7.5625
1747542109.8816807,169,2.59375
1747542192.3178263,170,5.96875
1747542252.1517332,171,2.1875
1747542313.776734,172,3.1875
1747542376.5941713,173,3.96875
1747542432.164335,174,7.125
1747542505.2715693,175,2.59375
1747542577.5632353,176,2.1875
1747542650.3547957,177,5.65625
1747542712.2642684,178,3.3125
1747542780.299548,179,4.21875
1747542850.5875852,180,2.28125
1747542911.7370408,181,4.15625
1747542978.714423,182,2.40625
1747543044.532215,183,2.4375
1747543115.0634205,184,1.40625
1747543175.07677,185,0.0
1747543238.1534235,186,0.40625
1747543302.1536815,187,5.21875
1747543366.437962,188,4.40625
1747543427.9065173,189,3.46875
1747543508.2599015,190,2.21875
1747543567.9695485,191,0.59375
1747543642.7962148,192,4.5
1747543708.5957642,193,1.78125
1747543773.5741487,194,4.5
1747543841.285363,195,2.59375
1747543918.5476985,196,3.0625
1747543990.4547899,197,5.78125
1747544062.9849057,198,4.46875
1747544133.2712028,199,3.1875
1747544199.48308,200,2.1875
1747544267.4621649,201,4.0
1747544336.410923,202,1.625
1747544406.725973,203,3.0
1747544468.5992384,204,3.78125
1747544533.4245183,205,0.0
1747544603.5430937,206,6.25
1747544673.9925826,207,1.21875
1747544757.925057,208,6.875
1747544816.7030554,209,4.59375
1747544900.9811354,210,1.46875
1747544973.3749337,211,3.875
1747545041.621849,212,1.5
1747545117.6193492,213,1.21875
1747545183.816383,214,4.75
1747545249.2000167,215,1.40625
1747545339.9782252,216,1.34375
1747545410.5194979,217,2.1875
1747545486.7843966,218,4.0625
1747545558.6314063,219,4.28125
1747545622.4897244,220,1.5625
1747545688.0447137,221,1.40625
1747545762.264674,222,6.25
1747545844.6866987,223,1.78125
1747545908.2455335,224,3.46875
1747545972.7848318,225,3.1875
1747546043.620556,226,4.0625
1747546125.1876807,227,1.59375
1747546202.4222238,228,3.96875
1747546276.9401972,229,4.75
1747546346.779879,230,0.875
1747546407.5032406,231,2.6875
1747546485.4533415,232,2.0
1747546556.7949045,233,2.875
1747546638.9594996,234,0.6875
1747546717.539017,235,4.15625
1747546803.6897883,236,3.09375
1747546870.8647058,237,4.75
1747546944.6618872,238,0.59375
1747547023.1520104,239,2.28125
1747547102.2530782,240,3.6875
1747547163.4148,241,2.375
1747547228.3642757,242,2.96875
1747547301.822839,243,1.625
1747547366.5132964,244,2.59375
1747547441.0166662,245,4.65625
1747547518.320386,246,2.53125
1747547580.4544113,247,6.84375
1747547643.1076005,248,0.40625
1747547720.49107,249,1.625
1747547786.855073,250,4.15625
1747547849.4309988,251,1.6875
1747547927.2416651,252,0.0
1747547992.3583016,253,1.5625
1747548061.4169247,254,4.5625
1747548128.6587505,255,5.84375
1747548199.3261383,256,4.5
1747548271.3468153,257,0.40625
1747548349.1759603,258,0.40625
1747548427.676519,259,5.5625
1747548507.791284,260,3.6875
1747548572.1082678,261,3.96875
1747548640.4883764,262,4.75
1747548700.5993326,263,1.21875
1747548761.3976924,264,1.625
1747548829.844162,265,0.40625
1747548896.5888498,266,3.1875
1747548967.8573472,267,2.375
1747549037.766616,268,1.53125
1747549100.401476,269,3.1875
1747549184.5913386,270,6.03125
1747549254.3975902,271,1.1875
1747549335.059635,272,2.28125
